,path,label
7290,train\surprise\Training_80446106.jpg,6
1336,train\disgust\Training_96306068.jpg,1
6077,train\sad\Training_86472315.jpg,5
453,train\angry\Training_91876216.jpg,0
5123,train\neutral\Training_94548979.jpg,4
4308,train\neutral\Training_78517627.jpg,4
340,train\angry\Training_89117375.jpg,0
6379,train\sad\Training_93358598.jpg,5
3785,train\happy\Training_93804310.jpg,3
804,train\angry\Training_99819558.jpg,0
3609,train\happy\Training_91420489.jpg,3
2323,train\fear\Training_97075495.jpg,2
2967,train\happy\Training_82829590.jpg,3
1425,train\fear\Training_75623992.jpg,2
5352,train\neutral\Training_99270563.jpg,4
2879,train\happy\Training_81464344.jpg,3
6317,train\sad\Training_91964486.jpg,5
4800,train\neutral\Training_88318824.jpg,4
7276,train\surprise\Training_79894809.jpg,6
7484,train\surprise\Training_87596828.jpg,6
6143,train\sad\Training_87971378.jpg,5
530,train\angry\Training_93949311.jpg,0
4327,train\neutral\Training_78878183.jpg,4
7194,train\surprise\Training_77677008.jpg,6
4120,train\happy\Training_98645975.jpg,3
1620,train\fear\Training_80375518.jpg,2
4646,train\neutral\Training_85372565.jpg,4
7471,train\surprise\Training_87139359.jpg,6
7129,train\surprise\Training_75879898.jpg,6
6750,train\surprise\Training_65171110.jpg,6
1370,train\fear\Training_74355595.jpg,2
6411,train\sad\Training_94162758.jpg,5
3287,train\happy\Training_87102109.jpg,3
5375,train\neutral\Training_99840794.jpg,4
1141,train\disgust\Training_57692374.jpg,1
4741,train\neutral\Training_87069555.jpg,4
4108,train\happy\Training_98388142.jpg,3
5273,train\neutral\Training_97724222.jpg,4
6985,train\surprise\Training_71220616.jpg,6
2010,train\fear\Training_89882062.jpg,2
1775,train\fear\Training_84188664.jpg,2
2248,train\fear\Training_95223309.jpg,2
1444,train\fear\Training_76283810.jpg,2
6192,train\sad\Training_89071413.jpg,5
972,train\disgust\Training_20322339.jpg,1
3942,train\happy\Training_96031078.jpg,3
4139,train\happy\Training_98902381.jpg,3
5646,train\sad\Training_77846583.jpg,5
5211,train\neutral\Training_96602519.jpg,4
7820,train\surprise\Training_98334836.jpg,6
230,train\angry\Training_86133370.jpg,0
2408,train\fear\Training_99154797.jpg,2
6368,train\sad\Training_93162899.jpg,5
5400,train\sad\Training_72654049.jpg,5
7792,train\surprise\Training_97615083.jpg,6
7849,train\surprise\Training_98840937.jpg,6
590,train\angry\Training_95073545.jpg,0
4733,train\neutral\Training_86871749.jpg,4
4152,train\happy\Training_99069402.jpg,3
2540,train\happy\Training_76912467.jpg,3
6791,train\surprise\Training_66257981.jpg,6
5657,train\sad\Training_78060020.jpg,5
274,train\angry\Training_87491436.jpg,0
1032,train\disgust\Training_33820609.jpg,1
596,train\angry\Training_95177235.jpg,0
2920,train\happy\Training_82111634.jpg,3
5913,train\sad\Training_83061982.jpg,5
5439,train\sad\Training_73393003.jpg,5
1310,train\disgust\Training_90106899.jpg,1
2428,train\fear\Training_99694629.jpg,2
2394,train\fear\Training_98985023.jpg,2
5787,train\sad\Training_80719498.jpg,5
5762,train\sad\Training_80030764.jpg,5
71,train\angry\Training_81993292.jpg,0
2350,train\fear\Training_97988012.jpg,2
5016,train\neutral\Training_92649140.jpg,4
5882,train\sad\Training_82493264.jpg,5
5726,train\sad\Training_79289652.jpg,5
5940,train\sad\Training_83779952.jpg,5
4558,train\neutral\Training_83667367.jpg,4
7408,train\surprise\Training_84993691.jpg,6
6968,train\surprise\Training_70792493.jpg,6
398,train\angry\Training_90409313.jpg,0
3650,train\happy\Training_92031313.jpg,3
383,train\angry\Training_90108393.jpg,0
68,train\angry\Training_81885304.jpg,0
6415,train\sad\Training_94283842.jpg,5
4580,train\neutral\Training_84173484.jpg,4
1076,train\disgust\Training_43960078.jpg,1
6178,train\sad\Training_88829210.jpg,5
439,train\angry\Training_91536579.jpg,0
5555,train\sad\Training_75624853.jpg,5
2079,train\fear\Training_91552954.jpg,2
2965,train\happy\Training_82825139.jpg,3
4599,train\neutral\Training_84590133.jpg,4
7021,train\surprise\Training_72667645.jpg,6
7850,train\surprise\Training_98861159.jpg,6
2261,train\fear\Training_95569190.jpg,2
3280,train\happy\Training_87023168.jpg,3
1728,train\fear\Training_83256219.jpg,2
6810,train\surprise\Training_66836103.jpg,6
5003,train\neutral\Training_92347458.jpg,4
4645,train\neutral\Training_85357796.jpg,4
5749,train\sad\Training_79758901.jpg,5
5818,train\sad\Training_81184858.jpg,5
7467,train\surprise\Training_87076348.jpg,6
4042,train\happy\Training_97434593.jpg,3
1509,train\fear\Training_77666117.jpg,2
3771,train\happy\Training_93615834.jpg,3
4598,train\neutral\Training_84583555.jpg,4
4201,train\happy\Training_99792731.jpg,3
1428,train\fear\Training_75680459.jpg,2
4351,train\neutral\Training_79262965.jpg,4
6779,train\surprise\Training_66005772.jpg,6
5425,train\sad\Training_73179474.jpg,5
2665,train\happy\Training_78437005.jpg,3
1665,train\fear\Training_81420285.jpg,2
441,train\angry\Training_91582584.jpg,0
7496,train\surprise\Training_87859317.jpg,6
1774,train\fear\Training_84171314.jpg,2
2389,train\fear\Training_98882902.jpg,2
1179,train\disgust\Training_63957495.jpg,1
2447,train\fear\Training_99984859.jpg,2
6353,train\sad\Training_92857139.jpg,5
3223,train\happy\Training_86333974.jpg,3
2104,train\fear\Training_92235969.jpg,2
6327,train\sad\Training_92216434.jpg,5
6574,train\sad\Training_97539645.jpg,5
2522,train\happy\Training_76746311.jpg,3
2844,train\happy\Training_80855890.jpg,3
5339,train\neutral\Training_98985854.jpg,4
2269,train\fear\Training_95757607.jpg,2
4035,train\happy\Training_97354153.jpg,3
5539,train\sad\Training_75341606.jpg,5
4386,train\neutral\Training_80057149.jpg,4
6524,train\sad\Training_96334222.jpg,5
3006,train\happy\Training_83371022.jpg,3
7712,train\surprise\Training_94859807.jpg,6
1570,train\fear\Training_78996270.jpg,2
3880,train\happy\Training_95218595.jpg,3
4819,train\neutral\Training_88588242.jpg,4
2091,train\fear\Training_91944715.jpg,2
4814,train\neutral\Training_88541888.jpg,4
222,train\angry\Training_85854359.jpg,0
6556,train\sad\Training_97157512.jpg,5
1466,train\fear\Training_76713786.jpg,2
3580,train\happy\Training_91018732.jpg,3
5643,train\sad\Training_77800976.jpg,5
7605,train\surprise\Training_91083912.jpg,6
1238,train\disgust\Training_76822401.jpg,1
2469,train\happy\Training_76041309.jpg,3
3839,train\happy\Training_94552381.jpg,3
7800,train\surprise\Training_97913254.jpg,6
3669,train\happy\Training_92198507.jpg,3
4212,train\happy\Training_99976548.jpg,3
6138,train\sad\Training_87887304.jpg,5
5827,train\sad\Training_81293309.jpg,5
4485,train\neutral\Training_82146300.jpg,4
5204,train\neutral\Training_96386808.jpg,4
3330,train\happy\Training_87714491.jpg,3
6895,train\surprise\Training_68817633.jpg,6
1079,train\disgust\Training_44470373.jpg,1
2339,train\fear\Training_97698124.jpg,2
5600,train\sad\Training_76753108.jpg,5
1755,train\fear\Training_83871755.jpg,2
141,train\angry\Training_83967723.jpg,0
3126,train\happy\Training_85101542.jpg,3
4317,train\neutral\Training_78774182.jpg,4
1,train\angry\Training_80720718.jpg,0
5472,train\sad\Training_73991927.jpg,5
3618,train\happy\Training_91512451.jpg,3
1114,train\disgust\Training_52852499.jpg,1
7071,train\surprise\Training_74154886.jpg,6
577,train\angry\Training_94872800.jpg,0
4281,train\neutral\Training_78067497.jpg,4
7214,train\surprise\Training_78110326.jpg,6
7449,train\surprise\Training_86379476.jpg,6
7504,train\surprise\Training_88058904.jpg,6
641,train\angry\Training_96163887.jpg,0
7112,train\surprise\Training_75439903.jpg,6
6376,train\sad\Training_93324040.jpg,5
6323,train\sad\Training_92043344.jpg,5
485,train\angry\Training_92732284.jpg,0
6621,train\sad\Training_98436728.jpg,5
4847,train\neutral\Training_89303161.jpg,4
1629,train\fear\Training_80617187.jpg,2
1935,train\fear\Training_88052893.jpg,2
4572,train\neutral\Training_84022492.jpg,4
5216,train\neutral\Training_96674396.jpg,4
6684,train\sad\Training_99783041.jpg,5
2767,train\happy\Training_79869517.jpg,3
7578,train\surprise\Training_90260579.jpg,6
1642,train\fear\Training_80843092.jpg,2
4355,train\neutral\Training_79336510.jpg,4
7141,train\surprise\Training_76111172.jpg,6
3594,train\happy\Training_91304881.jpg,3
2072,train\fear\Training_91452710.jpg,2
1709,train\fear\Training_82645702.jpg,2
2868,train\happy\Training_81275323.jpg,3
1117,train\disgust\Training_5395043.jpg,1
1763,train\fear\Training_83976112.jpg,2
1958,train\fear\Training_88565292.jpg,2
7237,train\surprise\Training_79035890.jpg,6
2794,train\happy\Training_80171012.jpg,3
1856,train\fear\Training_85970905.jpg,2
2287,train\fear\Training_96231000.jpg,2
281,train\angry\Training_87601167.jpg,0
4499,train\neutral\Training_82463492.jpg,4
1021,train\disgust\Training_31710630.jpg,1
3730,train\happy\Training_93025766.jpg,3
572,train\angry\Training_94803240.jpg,0
5576,train\sad\Training_76072526.jpg,5
731,train\angry\Training_98307225.jpg,0
6594,train\sad\Training_97891916.jpg,5
5998,train\sad\Training_85018943.jpg,5
4594,train\neutral\Training_84449989.jpg,4
4125,train\happy\Training_98699409.jpg,3
1126,train\disgust\Training_55244421.jpg,1
6015,train\sad\Training_85286134.jpg,5
7600,train\surprise\Training_90901799.jpg,6
4306,train\neutral\Training_78466222.jpg,4
292,train\angry\Training_87929279.jpg,0
3700,train\happy\Training_92705264.jpg,3
2516,train\happy\Training_76666877.jpg,3
176,train\angry\Training_84761308.jpg,0
1088,train\disgust\Training_47680332.jpg,1
2510,train\happy\Training_76547589.jpg,3
1604,train\fear\Training_79911071.jpg,2
4460,train\neutral\Training_81653451.jpg,4
2869,train\happy\Training_81277828.jpg,3
4555,train\neutral\Training_83631738.jpg,4
7296,train\surprise\Training_80557580.jpg,6
4790,train\neutral\Training_88014912.jpg,4
1857,train\fear\Training_85976655.jpg,2
258,train\angry\Training_86955545.jpg,0
6371,train\sad\Training_93231223.jpg,5
4142,train\happy\Training_98924069.jpg,3
4014,train\happy\Training_96974766.jpg,3
6950,train\surprise\Training_70465725.jpg,6
7507,train\surprise\Training_88183067.jpg,6
4438,train\neutral\Training_81332518.jpg,4
3293,train\happy\Training_87162531.jpg,3
1054,train\disgust\Training_3858356.jpg,1
2112,train\fear\Training_92400462.jpg,2
997,train\disgust\Training_26971398.jpg,1
7183,train\surprise\Training_77241616.jpg,6
1771,train\fear\Training_84064155.jpg,2
2644,train\happy\Training_78184137.jpg,3
3194,train\happy\Training_86000220.jpg,3
3016,train\happy\Training_83473550.jpg,3
1896,train\fear\Training_86962533.jpg,2
1982,train\fear\Training_89187908.jpg,2
2824,train\happy\Training_80558303.jpg,3
2618,train\happy\Training_77831817.jpg,3
2435,train\fear\Training_99811431.jpg,2
5771,train\sad\Training_80331424.jpg,5
3790,train\happy\Training_93878107.jpg,3
7796,train\surprise\Training_97705054.jpg,6
6693,train\sad\Training_99943858.jpg,5
7189,train\surprise\Training_77370213.jpg,6
2210,train\fear\Training_94364454.jpg,2
3387,train\happy\Training_88319382.jpg,3
3834,train\happy\Training_94497970.jpg,3
2925,train\happy\Training_82200964.jpg,3
2241,train\fear\Training_95152208.jpg,2
5202,train\neutral\Training_96380102.jpg,4
742,train\angry\Training_98512094.jpg,0
3886,train\happy\Training_95291849.jpg,3
1315,train\disgust\Training_91698666.jpg,1
3720,train\happy\Training_92957189.jpg,3
6619,train\sad\Training_98365626.jpg,5
5605,train\sad\Training_76838629.jpg,5
1690,train\fear\Training_82061555.jpg,2
1451,train\fear\Training_76421274.jpg,2
5020,train\neutral\Training_92720247.jpg,4
5519,train\sad\Training_74983244.jpg,5
1841,train\fear\Training_85662142.jpg,2
6119,train\sad\Training_87522584.jpg,5
2584,train\happy\Training_77391961.jpg,3
3322,train\happy\Training_87617750.jpg,3
5698,train\sad\Training_78746497.jpg,5
3029,train\happy\Training_83686848.jpg,3
1766,train\fear\Training_84001711.jpg,2
4206,train\happy\Training_99930194.jpg,3
3196,train\happy\Training_86014792.jpg,3
2201,train\fear\Training_94156561.jpg,2
3543,train\happy\Training_90539392.jpg,3
1554,train\fear\Training_78626762.jpg,2
7041,train\surprise\Training_73159662.jpg,6
2042,train\fear\Training_90678533.jpg,2
2694,train\happy\Training_78954042.jpg,3
4190,train\happy\Training_99625947.jpg,3
5500,train\sad\Training_74630860.jpg,5
1031,train\disgust\Training_33653190.jpg,1
829,train\disgust\PrivateTest_4396496.jpg,1
5161,train\neutral\Training_95271707.jpg,4
3056,train\happy\Training_84111678.jpg,3
3416,train\happy\Training_88675791.jpg,3
7724,train\surprise\Training_95204802.jpg,6
179,train\angry\Training_84812855.jpg,0
6620,train\sad\Training_98431808.jpg,5
7242,train\surprise\Training_79079453.jpg,6
5287,train\neutral\Training_97921418.jpg,4
1296,train\disgust\Training_86866482.jpg,1
3766,train\happy\Training_93548616.jpg,3
1836,train\fear\Training_85503103.jpg,2
98,train\angry\Training_82655511.jpg,0
5813,train\sad\Training_81104314.jpg,5
2517,train\happy\Training_76678690.jpg,3
673,train\angry\Training_96740105.jpg,0
7375,train\surprise\Training_83718206.jpg,6
1070,train\disgust\Training_42237066.jpg,1
1746,train\fear\Training_83681017.jpg,2
7313,train\surprise\Training_81154836.jpg,6
2372,train\fear\Training_98478169.jpg,2
3365,train\happy\Training_88065466.jpg,3
2781,train\happy\Training_80017970.jpg,3
5296,train\neutral\Training_98229628.jpg,4
3034,train\happy\Training_83775808.jpg,3
5225,train\neutral\Training_96902517.jpg,4
69,train\angry\Training_81898650.jpg,0
6965,train\surprise\Training_70754931.jpg,6
722,train\angry\Training_97986568.jpg,0
4767,train\neutral\Training_87600499.jpg,4
4307,train\neutral\Training_78502297.jpg,4
5038,train\neutral\Training_93039446.jpg,4
5623,train\sad\Training_77332384.jpg,5
1798,train\fear\Training_84726238.jpg,2
3909,train\happy\Training_95636090.jpg,3
4593,train\neutral\Training_84448524.jpg,4
6821,train\surprise\Training_67135251.jpg,6
4675,train\neutral\Training_85791364.jpg,4
2101,train\fear\Training_92168412.jpg,2
5833,train\sad\Training_81352366.jpg,5
1822,train\fear\Training_85135984.jpg,2
2443,train\fear\Training_99943180.jpg,2
6715,train\surprise\Training_64053433.jpg,6
3788,train\happy\Training_93849289.jpg,3
217,train\angry\Training_85733649.jpg,0
4739,train\neutral\Training_87050880.jpg,4
2899,train\happy\Training_81744392.jpg,3
6568,train\sad\Training_97352117.jpg,5
6752,train\surprise\Training_65187420.jpg,6
5918,train\sad\Training_83251000.jpg,5
6152,train\sad\Training_88180415.jpg,5
5835,train\sad\Training_81374375.jpg,5
2810,train\happy\Training_80333809.jpg,3
479,train\angry\Training_92579312.jpg,0
5227,train\neutral\Training_96958424.jpg,4
167,train\angry\Training_84426882.jpg,0
3218,train\happy\Training_86279442.jpg,3
4979,train\neutral\Training_92031233.jpg,4
2429,train\fear\Training_99734462.jpg,2
3398,train\happy\Training_88491030.jpg,3
867,train\disgust\PrivateTest_99700775.jpg,1
38,train\angry\Training_81350224.jpg,0
4892,train\neutral\Training_90480742.jpg,4
379,train\angry\Training_90049087.jpg,0
3247,train\happy\Training_86585256.jpg,3
983,train\disgust\Training_2408820.jpg,1
6848,train\surprise\Training_67948941.jpg,6
484,train\angry\Training_92726835.jpg,0
701,train\angry\Training_97536181.jpg,0
912,train\disgust\PublicTest_85498443.jpg,1
4380,train\neutral\Training_79928749.jpg,4
924,train\disgust\Training_10371709.jpg,1
4412,train\neutral\Training_80690968.jpg,4
7399,train\surprise\Training_84787833.jpg,6
7440,train\surprise\Training_86122217.jpg,6
6655,train\sad\Training_99066698.jpg,5
3249,train\happy\Training_86609866.jpg,3
494,train\angry\Training_92975550.jpg,0
5136,train\neutral\Training_94828316.jpg,4
3582,train\happy\Training_91056556.jpg,3
3520,train\happy\Training_90279812.jpg,3
709,train\angry\Training_97688605.jpg,0
6787,train\surprise\Training_66138074.jpg,6
6246,train\sad\Training_90388986.jpg,5
6626,train\sad\Training_98534980.jpg,5
7120,train\surprise\Training_75662418.jpg,6
5958,train\sad\Training_84180054.jpg,5
1446,train\fear\Training_76361245.jpg,2
5675,train\sad\Training_78304061.jpg,5
7835,train\surprise\Training_98576352.jpg,6
280,train\angry\Training_87594829.jpg,0
5454,train\sad\Training_73743414.jpg,5
1268,train\disgust\Training_81867140.jpg,1
4562,train\neutral\Training_83830514.jpg,4
6100,train\sad\Training_87115075.jpg,5
7037,train\surprise\Training_73087125.jpg,6
1287,train\disgust\Training_85206636.jpg,1
1714,train\fear\Training_82820209.jpg,2
114,train\angry\Training_83320847.jpg,0
3927,train\happy\Training_95843052.jpg,3
3443,train\happy\Training_89039219.jpg,3
5571,train\sad\Training_75937447.jpg,5
1002,train\disgust\Training_27574839.jpg,1
2449,train\happy\Training_75628454.jpg,3
2760,train\happy\Training_79830620.jpg,3
2116,train\fear\Training_92510823.jpg,2
7448,train\surprise\Training_86320393.jpg,6
5300,train\neutral\Training_98336376.jpg,4
2471,train\happy\Training_76047666.jpg,3
2802,train\happy\Training_80237990.jpg,3
1373,train\fear\Training_74419231.jpg,2
6518,train\sad\Training_96207457.jpg,5
6906,train\surprise\Training_69199262.jpg,6
4018,train\happy\Training_97015276.jpg,3
1809,train\fear\Training_84851490.jpg,2
1403,train\fear\Training_75208855.jpg,2
4059,train\happy\Training_97676897.jpg,3
6509,train\sad\Training_96003790.jpg,5
2817,train\happy\Training_80424540.jpg,3
5899,train\sad\Training_82822040.jpg,5
1587,train\fear\Training_79433084.jpg,2
2011,train\fear\Training_89906385.jpg,2
1488,train\fear\Training_77155090.jpg,2
7660,train\surprise\Training_92768155.jpg,6
7115,train\surprise\Training_75445355.jpg,6
2124,train\fear\Training_92666544.jpg,2
6121,train\sad\Training_87568475.jpg,5
6476,train\sad\Training_95432662.jpg,5
6972,train\surprise\Training_70905682.jpg,6
515,train\angry\Training_93516694.jpg,0
7225,train\surprise\Training_78738167.jpg,6
5244,train\neutral\Training_97237579.jpg,4
1933,train\fear\Training_87981577.jpg,2
631,train\angry\Training_95918957.jpg,0
3275,train\happy\Training_86982736.jpg,3
6778,train\surprise\Training_65992239.jpg,6
4395,train\neutral\Training_80252627.jpg,4
4083,train\happy\Training_97984360.jpg,3
5031,train\neutral\Training_92945567.jpg,4
5803,train\sad\Training_80974723.jpg,5
5032,train\neutral\Training_92945817.jpg,4
7749,train\surprise\Training_96163370.jpg,6
6868,train\surprise\Training_68251712.jpg,6
1781,train\fear\Training_84258923.jpg,2
3516,train\happy\Training_90257232.jpg,3
2126,train\fear\Training_92694913.jpg,2
5819,train\sad\Training_81195052.jpg,5
2036,train\fear\Training_90560520.jpg,2
2235,train\fear\Training_94971209.jpg,2
3070,train\happy\Training_84253789.jpg,3
2034,train\fear\Training_90499367.jpg,2
861,train\disgust\PrivateTest_91247555.jpg,1
7178,train\surprise\Training_77019178.jpg,6
4956,train\neutral\Training_91636057.jpg,4
7851,train\surprise\Training_98899707.jpg,6
361,train\angry\Training_89619166.jpg,0
7554,train\surprise\Training_89521599.jpg,6
6282,train\sad\Training_91093122.jpg,5
6335,train\sad\Training_92404217.jpg,5
5197,train\neutral\Training_96219158.jpg,4
6598,train\sad\Training_97971418.jpg,5
6707,train\surprise\Training_63778502.jpg,6
3158,train\happy\Training_85610005.jpg,3
4390,train\neutral\Training_80168696.jpg,4
5663,train\sad\Training_78142280.jpg,5
4294,train\neutral\Training_78263137.jpg,4
6095,train\sad\Training_87013436.jpg,5
5994,train\sad\Training_84985112.jpg,5
2335,train\fear\Training_97523491.jpg,2
4274,train\neutral\Training_77977428.jpg,4
5284,train\neutral\Training_97881763.jpg,4
4082,train\happy\Training_97962356.jpg,3
6432,train\sad\Training_94549945.jpg,5
4319,train\neutral\Training_78787380.jpg,4
4959,train\neutral\Training_91710507.jpg,4
6578,train\sad\Training_97633781.jpg,5
7029,train\surprise\Training_72979670.jpg,6
677,train\angry\Training_96803920.jpg,0
324,train\angry\Training_88697139.jpg,0
2143,train\fear\Training_93005255.jpg,2
5969,train\sad\Training_84521034.jpg,5
3933,train\happy\Training_95917851.jpg,3
6904,train\surprise\Training_69082438.jpg,6
7517,train\surprise\Training_88395708.jpg,6
5583,train\sad\Training_76337396.jpg,5
7444,train\surprise\Training_86145739.jpg,6
544,train\angry\Training_94199297.jpg,0
4414,train\neutral\Training_80740671.jpg,4
1232,train\disgust\Training_76134387.jpg,1
5386,train\sad\Training_72409954.jpg,5
2614,train\happy\Training_77767797.jpg,3
2314,train\fear\Training_96800165.jpg,2
897,train\disgust\PublicTest_59459424.jpg,1
6754,train\surprise\Training_65276098.jpg,6
1577,train\fear\Training_79198157.jpg,2
690,train\angry\Training_97239000.jpg,0
4714,train\neutral\Training_86584011.jpg,4
6587,train\sad\Training_97778982.jpg,5
5543,train\sad\Training_75387198.jpg,5
504,train\angry\Training_93299857.jpg,0
2669,train\happy\Training_78538256.jpg,3
37,train\angry\Training_81350174.jpg,0
1543,train\fear\Training_78305773.jpg,2
3869,train\happy\Training_95018089.jpg,3
2613,train\happy\Training_77745762.jpg,3
4256,train\neutral\Training_77574165.jpg,4
595,train\angry\Training_95144019.jpg,0
1839,train\fear\Training_85522518.jpg,2
6840,train\surprise\Training_67634251.jpg,6
1470,train\fear\Training_76742953.jpg,2
3426,train\happy\Training_88800063.jpg,3
1497,train\fear\Training_77336990.jpg,2
1515,train\fear\Training_77724178.jpg,2
5693,train\sad\Training_78698675.jpg,5
4978,train\neutral\Training_92030023.jpg,4
6339,train\sad\Training_92514826.jpg,5
2782,train\happy\Training_80018237.jpg,3
7737,train\surprise\Training_95708850.jpg,6
2400,train\fear\Training_99049934.jpg,2
5189,train\neutral\Training_96005973.jpg,4
643,train\angry\Training_96195660.jpg,0
5636,train\sad\Training_77561478.jpg,5
6581,train\sad\Training_97680629.jpg,5
3977,train\happy\Training_96457596.jpg,3
1408,train\fear\Training_75359793.jpg,2
7050,train\surprise\Training_73393123.jpg,6
5601,train\sad\Training_76762566.jpg,5
4285,train\neutral\Training_78121031.jpg,4
6566,train\sad\Training_97344813.jpg,5
96,train\angry\Training_82594582.jpg,0
5366,train\neutral\Training_99607044.jpg,4
336,train\angry\Training_89053844.jpg,0
1638,train\fear\Training_80765925.jpg,2
6123,train\sad\Training_87657216.jpg,5
559,train\angry\Training_94464559.jpg,0
4906,train\neutral\Training_90665371.jpg,4
2749,train\happy\Training_79636515.jpg,3
3547,train\happy\Training_90567888.jpg,3
1016,train\disgust\Training_31073465.jpg,1
1164,train\disgust\Training_62109339.jpg,1
935,train\disgust\Training_12026955.jpg,1
7167,train\surprise\Training_76787050.jpg,6
540,train\angry\Training_94116368.jpg,0
2924,train\happy\Training_82172580.jpg,3
1131,train\disgust\Training_55790100.jpg,1
4194,train\happy\Training_99702971.jpg,3
2946,train\happy\Training_82432472.jpg,3
6056,train\sad\Training_86119804.jpg,5
1447,train\fear\Training_76362081.jpg,2
380,train\angry\Training_90083807.jpg,0
1589,train\fear\Training_79477228.jpg,2
204,train\angry\Training_85377243.jpg,0
2984,train\happy\Training_83103387.jpg,3
2028,train\fear\Training_90382892.jpg,2
4286,train\neutral\Training_78134041.jpg,4
4803,train\neutral\Training_88342086.jpg,4
6663,train\sad\Training_99231740.jpg,5
5991,train\sad\Training_84922538.jpg,5
4620,train\neutral\Training_84874820.jpg,4
5780,train\sad\Training_80494891.jpg,5
2683,train\happy\Training_78791445.jpg,3
3142,train\happy\Training_85327468.jpg,3
5250,train\neutral\Training_97295691.jpg,4
2958,train\happy\Training_82680700.jpg,3
415,train\angry\Training_90840781.jpg,0
5501,train\sad\Training_74647082.jpg,5
6227,train\sad\Training_89859523.jpg,5
7695,train\surprise\Training_94108784.jpg,6
4402,train\neutral\Training_80440980.jpg,4
1844,train\fear\Training_85698853.jpg,2
5280,train\neutral\Training_97843698.jpg,4
2150,train\fear\Training_93097760.jpg,2
7839,train\surprise\Training_98657632.jpg,6
2007,train\fear\Training_89771940.jpg,2
6855,train\surprise\Training_68044183.jpg,6
304,train\angry\Training_88231045.jpg,0
7210,train\surprise\Training_78000848.jpg,6
247,train\angry\Training_86515936.jpg,0
4158,train\happy\Training_99112305.jpg,3
7683,train\surprise\Training_93713521.jpg,6
1584,train\fear\Training_79355075.jpg,2
212,train\angry\Training_85568254.jpg,0
6364,train\sad\Training_93101774.jpg,5
1380,train\fear\Training_74531344.jpg,2
493,train\angry\Training_92944171.jpg,0
2380,train\fear\Training_98712364.jpg,2
7368,train\surprise\Training_83503291.jpg,6
1325,train\disgust\Training_93703215.jpg,1
7862,train\surprise\Training_99318660.jpg,6
521,train\angry\Training_93769668.jpg,0
4036,train\happy\Training_97355688.jpg,3
2195,train\fear\Training_94116429.jpg,2
5681,train\sad\Training_78363728.jpg,5
3662,train\happy\Training_92154930.jpg,3
7547,train\surprise\Training_89378565.jpg,6
5268,train\neutral\Training_97574594.jpg,4
2655,train\happy\Training_78302392.jpg,3
3752,train\happy\Training_93341834.jpg,3
1859,train\fear\Training_86046923.jpg,2
2818,train\happy\Training_80442294.jpg,3
2732,train\happy\Training_79451002.jpg,3
1368,train\fear\Training_74338433.jpg,2
2978,train\happy\Training_83017685.jpg,3
5328,train\neutral\Training_98844918.jpg,4
6907,train\surprise\Training_69225397.jpg,6
2281,train\fear\Training_96129544.jpg,2
7468,train\surprise\Training_87087398.jpg,6
7580,train\surprise\Training_90347319.jpg,6
6173,train\sad\Training_88605994.jpg,5
605,train\angry\Training_95464158.jpg,0
7260,train\surprise\Training_79616853.jpg,6
2382,train\fear\Training_98749945.jpg,2
1792,train\fear\Training_84613137.jpg,2
4122,train\happy\Training_98680743.jpg,3
3777,train\happy\Training_93672866.jpg,3
824,train\disgust\PrivateTest_3838250.jpg,1
3950,train\happy\Training_96154938.jpg,3
794,train\angry\Training_99633760.jpg,0
5429,train\sad\Training_73207709.jpg,5
3424,train\happy\Training_88769941.jpg,3
6161,train\sad\Training_88418435.jpg,5
5139,train\neutral\Training_94873629.jpg,4
2504,train\happy\Training_76469395.jpg,3
5013,train\neutral\Training_92597252.jpg,4
2388,train\fear\Training_98870604.jpg,2
2746,train\happy\Training_79585473.jpg,3
121,train\angry\Training_83471960.jpg,0
4623,train\neutral\Training_84946488.jpg,4
2786,train\happy\Training_80043086.jpg,3
1821,train\fear\Training_85125701.jpg,2
3475,train\happy\Training_89467210.jpg,3
5941,train\sad\Training_83780693.jpg,5
2923,train\happy\Training_82168872.jpg,3
656,train\angry\Training_96431138.jpg,0
3412,train\happy\Training_88617413.jpg,3
3084,train\happy\Training_84435400.jpg,3
2328,train\fear\Training_97276171.jpg,2
5734,train\sad\Training_79402229.jpg,5
3991,train\happy\Training_96629227.jpg,3
5213,train\neutral\Training_96649793.jpg,4
726,train\angry\Training_98067663.jpg,0
2477,train\happy\Training_76126489.jpg,3
7847,train\surprise\Training_98827007.jpg,6
3004,train\happy\Training_83340265.jpg,3
7437,train\surprise\Training_85915541.jpg,6
1081,train\disgust\Training_44993228.jpg,1
2292,train\fear\Training_96329279.jpg,2
6062,train\sad\Training_86242277.jpg,5
4022,train\happy\Training_97117539.jpg,3
710,train\angry\Training_97710816.jpg,0
1784,train\fear\Training_84287869.jpg,2
2934,train\happy\Training_82285338.jpg,3
5849,train\sad\Training_81616258.jpg,5
856,train\disgust\PrivateTest_87187926.jpg,1
2852,train\happy\Training_80979276.jpg,3
6311,train\sad\Training_91750992.jpg,5
6356,train\sad\Training_92936360.jpg,5
807,train\angry\Training_99942480.jpg,0
5387,train\sad\Training_72460884.jpg,5
4859,train\neutral\Training_89648995.jpg,4
7568,train\surprise\Training_90012848.jpg,6
5353,train\neutral\Training_99290709.jpg,4
2154,train\fear\Training_93209872.jpg,2
1376,train\fear\Training_74441725.jpg,2
